season,school,away_games,mean_tz_shift,eastward_trips,long_eastward_trips,max_tz_shift
2023,Illinois,5,0.4,2,0,1.0
2023,Indiana,5,-0.2,0,0,0.0
2023,Iowa,4,0.25,1,0,1.0
2023,Iowa State,6,0.16666666666666666,2,0,1.0
2023,Jacksonville State,6,0.3333333333333333,3,0,1.0
2023,James Madison,6,-0.5,0,0,0.0
2023,Kansas,5,-0.2,1,0,1.0
2023,Kansas State,5,0.0,0,0,0.0
2023,Kent State,7,-0.5714285714285714,0,0,0.0
2023,Kentucky,5,-0.4,0,0,0.0
2023,LSU,4,0.0,0,0,0.0
2023,Liberty,5,-0.8,0,0,0.0
2023,Louisiana,6,0.16666666666666666,1,0,1.0
2023,Louisiana Tech,6,0.0,1,0,1.0
2023,Louisville,3,0.0,0,0,0.0
2023,Marshall,5,-0.2,0,0,0.0
2023,Maryland,5,-0.4,0,0,0.0
2023,Massachusetts,5,-0.6,0,0,0.0
2023,Memphis,5,0.4,2,0,1.0
2023,Miami,5,0.0,0,0,0.0
2023,Miami (OH),7,0.0,0,0,0.0
2023,Michigan,5,-0.4,0,0,0.0
2023,Michigan State,5,-0.4,0,0,0.0
2023,Middle Tennessee,6,0.0,1,0,1.0
2023,Minnesota,5,0.6,3,0,1.0
2023,Mississippi State,4,0.25,1,0,1.0
2023,Missouri,4,0.5,2,0,1.0
2023,NC State,5,0.0,0,0,0.0
2023,Nebraska,5,0.0,1,0,1.0
2023,North Carolina,4,0.0,0,0,0.0
2023,North Texas,5,0.2,1,0,1.0
2023,Northern Illinois,6,0.8333333333333334,5,0,1.0
2023,Northwestern,5,0.4,2,0,1.0
2023,Notre Dame,5,-0.6,0,0,0.0
2023,Ohio,6,-0.6666666666666666,0,0,0.0
2023,Ohio State,6,-0.16666666666666666,0,0,0.0
2023,Oklahoma,5,0.0,1,0,1.0
2023,Oklahoma State,5,0.2,2,0,1.0
2023,Old Dominion,6,-0.16666666666666666,0,0,0.0
2023,Ole Miss,5,0.2,1,0,1.0
2023,Oregon State,6,0.3333333333333333,2,0,1.0
2023,Penn State,5,-0.4,0,0,0.0
2023,Pittsburgh,5,0.0,0,0,0.0
2023,Purdue,5,-0.6,0,0,0.0
2023,Rice,5,0.4,2,0,1.0
2023,Rutgers,5,-0.4,0,0,0.0
2023,SMU,7,0.2857142857142857,2,0,1.0
2023,Sam Houston,6,-0.16666666666666666,1,0,1.0
2023,San Diego State,4,-0.25,1,0,1.0
2023,South Alabama,6,0.16666666666666666,1,0,1.0
2023,South Carolina,4,-0.5,0,0,0.0
2023,South Florida,5,-0.8,0,0,0.0
2023,Southern Miss,5,0.2,1,0,1.0
2023,Stanford,5,-0.2,1,0,1.0
2023,Syracuse,5,0.0,0,0,0.0
2023,TCU,5,0.0,0,0,0.0
2023,Temple,5,-0.6,0,0,0.0
2023,Tennessee,4,-0.5,0,0,0.0
2023,Texas,5,0.0,0,0,0.0
2023,Texas A&M,4,0.5,2,0,1.0
2023,Texas State,6,0.16666666666666666,1,0,1.0
2023,Texas Tech,6,-0.16666666666666666,1,0,1.0
2023,Toledo,6,-0.16666666666666666,0,0,0.0
2023,Troy,5,0.2,1,0,1.0
2023,Tulane,5,0.4,2,0,1.0
2023,Tulsa,6,0.0,2,0,1.0
2023,UAB,5,0.4,2,0,1.0
2023,UCF,6,-1.0,0,0,0.0
2023,UCLA,6,0.3333333333333333,2,0,1.0
2023,UConn,6,-0.16666666666666666,0,0,0.0
2023,UL Monroe,6,0.16666666666666666,1,0,1.0
2023,UTSA,6,0.5,3,0,1.0
2023,Utah,5,-0.4,1,0,1.0
2023,Vanderbilt,6,0.3333333333333333,4,0,1.0
2023,Virginia,5,0.0,0,0,0.0
2023,Virginia Tech,6,0.0,0,0,0.0
2023,Wake Forest,6,0.0,0,0,0.0
2023,Washington State,6,0.3333333333333333,2,0,1.0
2023,West Virginia,6,-0.6666666666666666,0,0,0.0
2023,Western Kentucky,6,0.16666666666666666,2,0,1.0
2023,Western Michigan,7,-0.42857142857142855,0,0,0.0
2023,Wisconsin,5,0.0,2,0,1.0
2023,Wyoming,4,-0.25,1,0,1.0
2024,California,5,2.6,5,5,3.0
2024,Hawai'i,5,2.6,5,5,4.0
2024,Stanford,6,2.0,4,4,3.0
2024,UCLA,6,1.3333333333333333,4,4,3.0
2024,Washington,5,2.2,4,4,3.0
2024,Oregon,5,1.6,3,3,3.0
2024,USC,5,1.6,3,3,3.0
2024,Nevada,6,0.5,3,2,2.0
2024,UNLV,7,0.5714285714285714,4,2,2.0
2024,UTEP,7,1.0,5,2,2.0
2024,Arizona,5,0.8,3,1,2.0
2024,Arizona State,6,1.0,5,1,2.0
2024,BYU,6,0.6666666666666666,3,1,2.0
2024,Boise State,6,-0.6666666666666666,1,1,2.0
2024,Colorado,6,0.8333333333333334,4,1,2.0
2024,Fresno State,5,0.8,2,1,3.0
2024,New Mexico State,6,0.8333333333333334,5,1,2.0
2024,San Diego State,6,1.0,4,1,3.0
2024,Utah,6,0.6666666666666666,3,1,2.0
2024,Utah State,6,0.0,1,1,2.0
2024,Akron,7,-0.14285714285714285,0,0,0.0
2024,Alabama,5,0.2,1,0,1.0
2024,App State,6,-0.16666666666666666,0,0,0.0
2024,Arkansas,4,0.0,0,0,0.0
2024,Arkansas State,6,0.3333333333333333,2,0,1.0
2024,Auburn,4,0.5,2,0,1.0
2024,Ball State,7,-0.14285714285714285,0,0,0.0
2024,Baylor,6,-0.16666666666666666,1,0,1.0
2024,Boston College,5,-0.4,0,0,0.0
2024,Bowling Green,6,-0.16666666666666666,0,0,0.0
2024,Buffalo,6,-0.3333333333333333,0,0,0.0
2024,Central Michigan,6,-0.3333333333333333,0,0,0.0
2024,Charlotte,5,-0.4,0,0,0.0
2024,Cincinnati,6,-0.8333333333333334,0,0,0.0
2024,Clemson,4,0.0,0,0,0.0
2024,Coastal Carolina,6,-0.3333333333333333,0,0,0.0
2024,Colorado State,4,-0.5,1,0,1.0
2024,Duke,6,-0.3333333333333333,0,0,0.0
2024,East Carolina,5,-0.4,0,0,0.0
2024,Eastern Michigan,6,-0.5,0,0,0.0
2024,Florida,4,-0.5,0,0,0.0
2024,Florida Atlantic,6,-0.3333333333333333,0,0,0.0
2024,Florida International,6,-0.5,0,0,0.0
2024,Florida State,4,-0.25,0,0,0.0
2024,Georgia,4,-0.75,0,0,0.0
2024,Georgia Southern,6,-0.8333333333333334,0,0,0.0
2024,Georgia State,6,-0.16666666666666666,0,0,0.0
2024,Georgia Tech,5,0.0,0,0,0.0
2024,Houston,6,-0.16666666666666666,1,0,1.0
2024,Illinois,4,0.0,2,0,1.0
2024,Indiana,4,-1.0,0,0,0.0
2024,Iowa,5,0.2,3,0,1.0
2024,Iowa State,5,0.0,1,0,1.0
2024,Jacksonville State,6,0.6666666666666666,4,0,1.0
2024,James Madison,6,-0.16666666666666666,0,0,0.0
2024,Kansas,6,-0.16666666666666666,1,0,1.0
2024,Kansas State,6,-0.16666666666666666,1,0,1.0
2024,Kennesaw State,6,-1.5,0,0,-1.0
2024,Kent State,7,0.0,0,0,0.0
2024,Kentucky,4,-0.5,0,0,0.0
2024,LSU,4,0.5,2,0,1.0
2024,Liberty,6,-0.6666666666666666,0,0,0.0
2024,Louisiana,6,0.5,3,0,1.0
2024,Louisiana Tech,6,0.16666666666666666,2,0,1.0
2024,Louisville,6,-0.5,0,0,0.0
2024,Marshall,7,-0.2857142857142857,0,0,0.0
2024,Maryland,5,-0.8,0,0,0.0
2024,Massachusetts,6,-0.3333333333333333,0,0,0.0
2024,Memphis,4,0.5,2,0,1.0
2024,Miami,6,-0.5,0,0,0.0
2024,Miami (OH),6,-0.16666666666666666,0,0,0.0
2024,Michigan,4,-1.0,0,0,0.0
2024,Michigan State,5,-0.8,0,0,0.0
2024,Middle Tennessee,6,0.0,1,0,1.0
2024,Minnesota,5,0.0,2,0,1.0
2024,Mississippi State,5,0.2,2,0,1.0
2024,Missouri,5,0.4,2,0,1.0
2024,NC State,4,-0.75,0,0,0.0
2024,Nebraska,5,0.2,3,0,1.0
2024,New Mexico,7,-0.42857142857142855,1,0,1.0
2024,North Carolina,5,-0.2,0,0,0.0
2024,North Texas,6,0.3333333333333333,2,0,1.0
2024,Northern Illinois,6,1.0,6,0,1.0
2024,Northwestern,5,0.2,3,0,1.0
2024,Notre Dame,3,-1.3333333333333333,0,0,0.0
2024,Ohio,6,0.0,0,0,0.0
2024,Ohio State,4,-1.0,0,0,0.0
2024,Oklahoma,4,0.0,0,0,0.0
2024,Oklahoma State,6,-0.3333333333333333,0,0,0.0
2024,Old Dominion,6,-0.16666666666666666,0,0,0.0
2024,Ole Miss,5,0.6,3,0,1.0
2024,Oregon State,4,0.25,1,0,1.0
2024,Penn State,5,-1.0,0,0,0.0
2024,Pittsburgh,5,-0.2,0,0,0.0
2024,Purdue,6,-0.8333333333333334,0,0,0.0
2024,Rice,5,0.2,1,0,1.0
2024,Rutgers,5,-0.8,0,0,0.0
2024,SMU,5,-0.2,3,0,1.0
2024,Sam Houston,6,0.3333333333333333,3,0,1.0
2024,San José State,4,0.25,1,0,1.0
2024,South Alabama,6,0.3333333333333333,2,0,1.0
2024,South Carolina,5,-0.6,0,0,0.0
2024,South Florida,6,-0.6666666666666666,0,0,0.0
2024,Southern Miss,6,0.3333333333333333,2,0,1.0
2024,Syracuse,5,-1.2,0,0,0.0
2024,TCU,6,-0.3333333333333333,1,0,1.0
2024,Temple,5,-0.6,0,0,0.0
2024,Tennessee,4,-0.75,0,0,0.0
2024,Texas,4,0.25,1,0,1.0
2024,Texas A&M,4,0.5,2,0,1.0
2024,Texas State,4,0.25,1,0,1.0
2024,Texas Tech,5,-0.6,0,0,0.0
2024,Toledo,6,-0.5,0,0,0.0
2024,Troy,6,0.16666666666666666,1,0,1.0
2024,Tulane,5,0.2,1,0,1.0
2024,Tulsa,6,0.3333333333333333,2,0,1.0
2024,UAB,5,0.4,2,0,1.0
2024,UCF,5,-0.8,0,0,0.0
2024,UConn,5,-0.2,0,0,0.0
2024,UL Monroe,6,0.16666666666666666,1,0,1.0
2024,UTSA,5,0.2,1,0,1.0
2024,Vanderbilt,5,0.4,2,0,1.0
2024,Virginia,6,0.0,0,0,0.0
2024,Virginia Tech,6,-0.6666666666666666,0,0,0.0
2024,Wake Forest,5,-0.6,0,0,0.0
2024,Washington State,5,0.4,2,0,1.0
2024,West Virginia,5,-0.8,0,0,0.0
2024,Western Kentucky,7,0.14285714285714285,2,0,1.0
2024,Western Michigan,7,-0.14285714285714285,0,0,0.0
2024,Wisconsin,5,-0.2,1,0,1.0
2024,Wyoming,6,-0.16666666666666666,1,0,1.0
2025,Hawai'i,4,2.5,4,4,3.0
2025,Oregon,5,2.0,4,4,3.0
2025,Stanford,6,1.6666666666666667,5,4,3.0
2025,UCLA,6,1.8333333333333333,4,4,3.0
2025,USC,5,2.0,4,4,3.0
2025,Washington State,6,1.8333333333333333,5,4,3.0
2025,California,6,1.5,3,3,3.0
2025,Oregon State,5,1.4,3,3,3.0
2025,Washington,5,1.6,3,3,3.0
2025,BYU,6,1.0,4,2,2.0
2025,Boise State,5,0.4,2,2,2.0
2025,Nevada,6,1.3333333333333333,5,2,3.0
2025,New Mexico State,6,1.0,4,2,2.0
2025,UNLV,7,1.2857142857142858,6,2,3.0
2025,UTEP,6,1.1666666666666667,5,2,2.0
2025,Arizona,5,0.8,3,1,2.0
2025,Colorado,5,1.0,4,1,2.0
2025,Fresno State,6,0.3333333333333333,3,1,2.0
2025,New Mexico,5,-0.2,1,1,2.0
2025,San Diego State,6,0.16666666666666666,2,1,2.0
2025,San José State,6,0.6666666666666666,3,1,2.0
2025,Utah,6,0.5,3,1,2.0
2025,Wyoming,5,-0.6,1,1,2.0
2025,Akron,6,-0.3333333333333333,0,0,0.0
2025,Alabama,5,0.6,3,0,1.0
2025,App State,5,-0.6,0,0,0.0
2025,Arizona State,5,0.6,3,0,1.0
2025,Arkansas,5,0.2,1,0,1.0
2025,Arkansas State,6,0.3333333333333333,2,0,1.0
2025,Auburn,5,0.0,0,0,0.0
2025,Ball State,7,-0.2857142857142857,0,0,0.0
2025,Baylor,5,0.0,1,0,1.0
2025,Boston College,5,-0.6,0,0,0.0
2025,Bowling Green,6,0.0,0,0,0.0
2025,Buffalo,5,-0.2,0,0,0.0
2025,Central Michigan,7,-0.42857142857142855,0,0,0.0
2025,Charlotte,4,-0.25,0,0,0.0
2025,Cincinnati,4,-1.25,0,0,-1.0
2025,Clemson,5,0.0,0,0,0.0
2025,Coastal Carolina,6,-0.16666666666666666,0,0,0.0
2025,Colorado State,5,-0.4,0,0,0.0
2025,Delaware,6,-0.6666666666666666,0,0,0.0
2025,Duke,6,-0.6666666666666666,0,0,0.0
2025,East Carolina,6,-0.3333333333333333,0,0,0.0
2025,Eastern Michigan,6,-0.16666666666666666,0,0,0.0
2025,Florida,5,-0.6,0,0,0.0
2025,Florida Atlantic,5,-0.4,0,0,0.0
2025,Florida International,6,-0.6666666666666666,0,0,0.0
2025,Florida State,5,-0.6,0,0,0.0
2025,Georgia,3,-0.6666666666666666,0,0,0.0
2025,Georgia Southern,6,-1.1666666666666667,0,0,0.0
2025,Georgia State,6,-0.5,0,0,0.0
2025,Georgia Tech,5,-0.4,0,0,0.0
2025,Houston,6,-0.3333333333333333,1,0,1.0
2025,Illinois,5,0.2,3,0,1.0
2025,Indiana,5,-0.8,0,0,0.0
2025,Iowa,5,-0.2,1,0,1.0
2025,Iowa State,5,0.0,1,0,1.0
2025,Jacksonville State,7,0.2857142857142857,3,0,1.0
2025,James Madison,6,-0.16666666666666666,0,0,0.0
2025,Kansas,5,0.0,1,0,1.0
2025,Kansas State,5,-0.4,0,0,0.0
2025,Kennesaw State,7,-0.5714285714285714,0,0,0.0
2025,Kent State,7,-0.42857142857142855,0,0,0.0
2025,Kentucky,5,-0.4,0,0,0.0
2025,LSU,5,0.2,1,0,1.0
2025,Liberty,6,-0.6666666666666666,0,0,0.0
2025,Louisiana,6,0.3333333333333333,2,0,1.0
2025,Louisiana Tech,6,-0.16666666666666666,2,0,1.0
2025,Louisville,4,-0.25,0,0,0.0
2025,Marshall,6,-0.3333333333333333,0,0,0.0
2025,Maryland,4,-1.25,0,0,0.0
2025,Massachusetts,6,-0.3333333333333333,0,0,0.0
2025,Memphis,6,0.5,3,0,1.0
2025,Miami,4,-0.25,0,0,0.0
2025,Miami (OH),6,-0.3333333333333333,0,0,0.0
2025,Michigan,6,-1.0,0,0,0.0
2025,Michigan State,5,-1.2,0,0,0.0
2025,Middle Tennessee,6,-0.16666666666666666,2,0,1.0
2025,Minnesota,5,-0.6,1,0,1.0
2025,Mississippi State,5,0.2,1,0,1.0
2025,Missouri,4,0.0,0,0,0.0
2025,Missouri State,6,0.0,3,0,1.0
2025,NC State,5,0.0,0,0,0.0
2025,Nebraska,4,0.0,2,0,1.0
2025,North Carolina,6,-0.5,0,0,0.0
2025,North Texas,5,0.4,2,0,1.0
2025,Northern Illinois,6,0.8333333333333334,5,0,1.0
2025,Northwestern,5,-0.2,1,0,1.0
2025,Notre Dame,5,-0.8,0,0,0.0
2025,Ohio,6,0.0,0,0,0.0
2025,Ohio State,5,-1.0,0,0,0.0
2025,Oklahoma,4,0.75,3,0,1.0
2025,Oklahoma State,5,-0.4,1,0,1.0
2025,Old Dominion,6,-0.16666666666666666,0,0,0.0
2025,Ole Miss,4,0.5,2,0,1.0
2025,Penn State,5,-0.8,0,0,0.0
2025,Pittsburgh,5,-0.6,0,0,0.0
2025,Purdue,5,-1.0,0,0,0.0
2025,Rice,4,0.5,2,0,1.0
2025,Rutgers,5,-1.0,0,0,0.0
2025,SMU,6,0.16666666666666666,3,0,1.0
2025,Sam Houston,7,-1.0,0,0,0.0
2025,South Alabama,6,0.16666666666666666,1,0,1.0
2025,South Carolina,4,-1.0,0,0,-1.0
2025,South Florida,5,-0.6,0,0,0.0
2025,Southern Miss,5,0.2,1,0,1.0
2025,Syracuse,5,-0.2,0,0,0.0
2025,TCU,6,0.0,2,0,1.0
2025,Temple,5,-0.4,0,0,0.0
2025,Tennessee,4,-0.5,0,0,0.0
2025,Texas,5,0.8,4,0,1.0
2025,Texas A&M,5,0.2,1,0,1.0
2025,Texas State,6,0.0,1,0,1.0
2025,Texas Tech,5,-0.2,1,0,1.0
2025,Toledo,6,-0.5,0,0,0.0
2025,Troy,7,0.5714285714285714,4,0,1.0
2025,Tulane,6,0.16666666666666666,1,0,1.0
2025,Tulsa,5,0.2,2,0,1.0
2025,UAB,5,0.6,3,0,1.0
2025,UCF,5,-1.0,0,0,0.0
2025,UConn,6,-0.16666666666666666,0,0,0.0
2025,UL Monroe,7,0.0,1,0,1.0
2025,UTSA,6,0.3333333333333333,3,0,1.0
2025,Utah State,6,-0.5,2,0,1.0
2025,Vanderbilt,5,0.6,3,0,1.0
2025,Virginia,5,-0.6,0,0,0.0
2025,Virginia Tech,4,0.0,0,0,0.0
2025,Wake Forest,5,-0.6,0,0,0.0
2025,West Virginia,6,-1.0,0,0,0.0
2025,Western Kentucky,6,0.3333333333333333,2,0,1.0
2025,Western Michigan,6,-0.3333333333333333,0,0,0.0
2025,Wisconsin,5,0.0,2,0,1.0
2026,Hawai'i,6,2.8333333333333335,6,6,4.0
2026,Stanford,6,2.5,5,5,3.0
2026,California,5,2.2,4,4,3.0
2026,Oregon,5,2.0,4,4,3.0
2026,Sacramento State,6,1.6666666666666667,4,4,3.0
2026,USC,5,2.2,4,4,3.0
2026,Nevada,6,1.1666666666666667,4,3,2.0
2026,UCLA,5,1.6,3,3,3.0
2026,Washington,5,1.6,3,3,3.0
2026,Colorado,6,1.1666666666666667,5,2,2.0
2026,New Mexico State,6,0.6666666666666666,5,2,2.0
2026,UNLV,5,0.8,3,2,3.0
2026,Washington State,6,0.8333333333333334,3,2,2.0
2026,Arizona,5,0.6,3,1,2.0
2026,Arizona State,5,0.8,3,1,2.0
2026,BYU,5,0.8,3,1,2.0
2026,Boise State,5,-0.2,1,1,2.0
2026,Fresno State,6,0.5,2,1,2.0
2026,Oregon State,5,1.0,4,1,2.0
2026,San Diego State,5,1.0,3,1,3.0
2026,San José State,5,0.4,2,1,3.0
2026,UTEP,5,1.0,4,1,2.0
2026,Utah,5,0.8,3,1,2.0
2026,Wyoming,6,0.16666666666666666,2,1,2.0
2026,Akron,6,-0.16666666666666666,0,0,0.0
2026,Alabama,5,0.4,2,0,1.0
2026,App State,6,-0.16666666666666666,0,0,0.0
2026,Arkansas,5,-0.2,0,0,0.0
2026,Arkansas State,6,0.16666666666666666,1,0,1.0
2026,Auburn,5,0.4,2,0,1.0
2026,Ball State,7,-0.14285714285714285,0,0,0.0
2026,Baylor,5,-0.2,1,0,1.0
2026,Boston College,6,-0.16666666666666666,0,0,0.0
2026,Bowling Green,6,-0.3333333333333333,0,0,0.0
2026,Buffalo,6,0.0,0,0,0.0
2026,Central Michigan,5,-0.4,0,0,0.0
2026,Charlotte,6,-0.6666666666666666,0,0,0.0
2026,Cincinnati,5,-1.2,0,0,0.0
2026,Clemson,5,-0.8,0,0,0.0
2026,Coastal Carolina,6,-0.16666666666666666,0,0,0.0
2026,Colorado State,5,0.0,2,0,1.0
2026,Delaware,6,-0.8333333333333334,0,0,0.0
2026,Duke,6,-0.16666666666666666,0,0,0.0
2026,East Carolina,5,-0.6,0,0,0.0
2026,Eastern Michigan,6,-0.16666666666666666,0,0,0.0
2026,Florida,5,-0.6,0,0,0.0
2026,Florida Atlantic,5,-0.6,0,0,0.0
2026,Florida International,6,-0.16666666666666666,0,0,0.0
2026,Florida State,5,-0.2,0,0,0.0
2026,Georgia,4,-0.75,0,0,0.0
2026,Georgia Southern,6,-0.3333333333333333,0,0,0.0
2026,Georgia State,6,-0.16666666666666666,0,0,0.0
2026,Georgia Tech,5,-0.6,0,0,0.0
2026,Houston,6,0.0,2,0,1.0
2026,Illinois,5,0.2,3,0,1.0
2026,Indiana,4,-1.0,0,0,0.0
2026,Iowa,5,-0.2,1,0,1.0
2026,Iowa State,5,-0.2,1,0,1.0
2026,Jacksonville State,6,0.3333333333333333,3,0,1.0
2026,James Madison,6,-0.6666666666666666,0,0,0.0
2026,Kansas,5,0.0,1,0,1.0
2026,Kansas State,5,-0.2,1,0,1.0
2026,Kennesaw State,6,-0.8333333333333334,0,0,0.0
2026,Kent State,7,-0.42857142857142855,0,0,0.0
2026,Kentucky,5,-0.6,0,0,0.0
2026,LSU,5,0.4,2,0,1.0
2026,Liberty,6,-0.5,0,0,0.0
2026,Louisiana,6,0.0,2,0,1.0
2026,Louisiana Tech,6,0.16666666666666666,1,0,1.0
2026,Louisville,5,0.0,0,0,0.0
2026,Marshall,6,-0.3333333333333333,0,0,0.0
2026,Maryland,5,-0.8,0,0,0.0
2026,Massachusetts,6,-0.5,0,0,0.0
2026,Memphis,5,-0.2,2,0,1.0
2026,Miami,5,-0.6,0,0,0.0
2026,Miami (OH),6,0.0,0,0,0.0
2026,Michigan,4,-1.0,0,0,0.0
2026,Michigan State,5,-0.8,0,0,0.0
2026,Middle Tennessee,6,0.5,3,0,1.0
2026,Minnesota,5,0.2,3,0,1.0
2026,Mississippi State,5,0.2,1,0,1.0
2026,Missouri,5,0.2,1,0,1.0
2026,Missouri State,6,0.3333333333333333,2,0,1.0
2026,NC State,5,-0.8,0,0,0.0
2026,Nebraska,5,0.0,2,0,1.0
2026,New Mexico,6,-0.6666666666666666,1,0,1.0
2026,North Carolina,5,0.0,0,0,0.0
2026,North Dakota State,5,-2.2,0,0,-1.0
2026,North Texas,5,0.2,1,0,1.0
2026,Northern Illinois,7,-0.7142857142857143,1,0,1.0
2026,Northwestern,5,0.2,3,0,1.0
2026,Notre Dame,4,-0.5,0,0,0.0
2026,Ohio,6,-0.8333333333333334,0,0,0.0
2026,Ohio State,5,-1.2,0,0,0.0
2026,Oklahoma,5,0.6,3,0,1.0
2026,Oklahoma State,6,0.0,1,0,1.0
2026,Old Dominion,6,-0.16666666666666666,0,0,0.0
2026,Ole Miss,4,0.25,1,0,1.0
2026,Penn State,5,-0.8,0,0,0.0
2026,Pittsburgh,5,-0.6,0,0,0.0
2026,Purdue,5,-1.0,0,0,0.0
2026,Rice,6,0.3333333333333333,4,0,1.0
2026,Rutgers,5,-0.4,0,0,0.0
2026,SMU,5,0.4,4,0,1.0
2026,Sam Houston,6,0.3333333333333333,2,0,1.0
2026,South Alabama,6,0.3333333333333333,2,0,1.0
2026,South Carolina,5,-0.6,0,0,0.0
2026,South Florida,4,-0.25,0,0,0.0
2026,Southern Miss,6,0.16666666666666666,1,0,1.0
2026,Syracuse,6,0.0,0,0,0.0
2026,TCU,4,0.0,1,0,1.0
2026,Temple,4,-0.25,0,0,0.0
2026,Tennessee,5,-0.6,0,0,0.0
2026,Texas,4,0.25,1,0,1.0
2026,Texas A&M,5,0.2,1,0,1.0
2026,Texas State,4,-1.25,0,0,0.0
2026,Texas Tech,5,-0.4,1,0,1.0
2026,Toledo,5,-0.6,0,0,0.0
2026,Troy,6,0.0,1,0,1.0
2026,Tulane,5,0.6,3,0,1.0
2026,Tulsa,5,0.0,0,0,0.0
2026,UAB,6,0.3333333333333333,2,0,1.0
2026,UCF,5,-1.0,0,0,0.0
2026,UConn,4,-0.75,0,0,0.0
2026,UL Monroe,6,0.16666666666666666,1,0,1.0
2026,UTSA,6,0.16666666666666666,1,0,1.0
2026,Utah State,6,-0.3333333333333333,1,0,1.0
2026,Vanderbilt,5,0.6,3,0,1.0
2026,Virginia,4,-0.25,0,0,0.0
2026,Virginia Tech,6,-0.6666666666666666,0,0,0.0
2026,Wake Forest,6,-0.6666666666666666,0,0,0.0
2026,West Virginia,4,-1.25,0,0,-1.0
2026,Western Kentucky,7,0.0,3,0,1.0
2026,Western Michigan,6,-0.16666666666666666,0,0,0.0
2026,Wisconsin,5,0.2,3,0,1.0
